df_paper_title,df_paper_URL,df_paper_Author,df_Author_URL
"Does Dietary-Induced Obesity in Old Age Impair the Contractile Performance of Isolated Mouse Soleus, Extensor Digitorum Longus and Diaphragm Skeletal Muscles?",https://pureportal.coventry.ac.uk/en/publications/does-dietary-induced-obesity-in-old-age-impair-the-contractile-pe,"Tallis, J.",https://pureportal.coventry.ac.uk/en/persons/jason-tallis
Does Perception of Motor Competence Mediate Associations between Motor Competence and Physical Activity in Early Years Children?,https://pureportal.coventry.ac.uk/en/publications/does-perception-of-motor-competence-mediate-associations-between-,"Eyre, E.",https://pureportal.coventry.ac.uk/en/persons/emma-eyre
Does Perception of Motor Competence Mediate Associations between Motor Competence and Physical Activity in Early Years Children?,https://pureportal.coventry.ac.uk/en/publications/does-perception-of-motor-competence-mediate-associations-between-,"Oxford, S.",https://pureportal.coventry.ac.uk/en/persons/sam-oxford
Does Perception of Motor Competence Mediate Associations between Motor Competence and Physical Activity in Early Years Children?,https://pureportal.coventry.ac.uk/en/publications/does-perception-of-motor-competence-mediate-associations-between-,"Duncan, M.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan
Dynamic Postural Control in Children: Do the Arms Lend the Legs a Helping Hand?,https://pureportal.coventry.ac.uk/en/publications/dynamic-postural-control-in-children-do-the-arms-lend-the-legs-a-,"Hill, M.",https://pureportal.coventry.ac.uk/en/persons/mathew-hill
Dynamic Postural Control in Children: Do the Arms Lend the Legs a Helping Hand?,https://pureportal.coventry.ac.uk/en/publications/dynamic-postural-control-in-children-do-the-arms-lend-the-legs-a-,"Wdowski, M.",https://pureportal.coventry.ac.uk/en/persons/maximilian-wdowski
Dynamic Postural Control in Children: Do the Arms Lend the Legs a Helping Hand?,https://pureportal.coventry.ac.uk/en/publications/dynamic-postural-control-in-children-do-the-arms-lend-the-legs-a-,"Duncan, M.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan
Editorial: Cross adaptation and cross tolerance in human health and disease,https://pureportal.coventry.ac.uk/en/publications/editorial-cross-adaptation-and-cross-tolerance-in-human-health-an,"Lee, B. J.",https://pureportal.coventry.ac.uk/en/persons/ben-lee
Editorial: Cross adaptation and cross tolerance in human health and disease,https://pureportal.coventry.ac.uk/en/publications/editorial-cross-adaptation-and-cross-tolerance-in-human-health-an,"Thake, C. D.",https://pureportal.coventry.ac.uk/en/persons/doug-thake
Editorial: Fatigue and Recovery in Football,https://pureportal.coventry.ac.uk/en/publications/editorial-fatigue-and-recovery-in-football,"Clarke, N.",https://pureportal.coventry.ac.uk/en/persons/neil-clarke
Editorial: Fatigue and Recovery in Football,https://pureportal.coventry.ac.uk/en/publications/editorial-fatigue-and-recovery-in-football,"Noon, M.",https://pureportal.coventry.ac.uk/en/persons/mark-noon
Effects of Movement Velocity and Training Frequency of Resistance Exercise on Functional Performance in Older Adults: A Randomised Controlled Trial,https://pureportal.coventry.ac.uk/en/publications/effects-of-movement-velocity-and-training-frequency-of-resistance,"Duncan, M.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan
Effects of Movement Velocity and Training Frequency of Resistance Exercise on Functional Performance in Older Adults: A Randomised Controlled Trial,https://pureportal.coventry.ac.uk/en/publications/effects-of-movement-velocity-and-training-frequency-of-resistance,"Jimenez, A.",https://pureportal.coventry.ac.uk/en/persons/alfonso-jimenez
Effects of Movement Velocity and Training Frequency of Resistance Exercise on Functional Performance in Older Adults: A Randomised Controlled Trial,https://pureportal.coventry.ac.uk/en/publications/effects-of-movement-velocity-and-training-frequency-of-resistance,"Clarke, N.",https://pureportal.coventry.ac.uk/en/persons/neil-clarke
Estimating physical activity in children aged 8-11 years using accelerometry: contributions from fundamental movement skills and different accelerometer placements.,https://pureportal.coventry.ac.uk/en/publications/estimating-physical-activity-in-children-aged-8-11-years-using-ac,"Duncan, M.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan
Estimating physical activity in children aged 8-11 years using accelerometry: contributions from fundamental movement skills and different accelerometer placements.,https://pureportal.coventry.ac.uk/en/publications/estimating-physical-activity-in-children-aged-8-11-years-using-ac,"Tallis, J.",https://pureportal.coventry.ac.uk/en/persons/jason-tallis
Estimating physical activity in children aged 8-11 years using accelerometry: contributions from fundamental movement skills and different accelerometer placements.,https://pureportal.coventry.ac.uk/en/publications/estimating-physical-activity-in-children-aged-8-11-years-using-ac,"Eyre, E.",https://pureportal.coventry.ac.uk/en/persons/emma-eyre
Evaporative heat loss insufficient to attain heat balance at rest in individuals with a spinal cord injury at high ambient temperature,https://pureportal.coventry.ac.uk/en/publications/evaporative-heat-loss-insufficient-to-attain-heat-balance-at-rest,"Price, M.",https://pureportal.coventry.ac.uk/en/persons/mike-price
Examining accelerometer validity for estimating physical activity in pre-schoolers during free living activity,https://pureportal.coventry.ac.uk/en/publications/examining-accelerometer-validity-for-estimating-physical-activity,"Eyre, E.",https://pureportal.coventry.ac.uk/en/persons/emma-eyre
Examining accelerometer validity for estimating physical activity in pre-schoolers during free living activity,https://pureportal.coventry.ac.uk/en/publications/examining-accelerometer-validity-for-estimating-physical-activity,"Tallis, J.",https://pureportal.coventry.ac.uk/en/persons/jason-tallis
Examining accelerometer validity for estimating physical activity in pre-schoolers during free living activity,https://pureportal.coventry.ac.uk/en/publications/examining-accelerometer-validity-for-estimating-physical-activity,"Duncan, M.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan
Examining the Effects of Exercise Referral Schemes on Changes in Physical Activity Levels,https://pureportal.coventry.ac.uk/en/publications/examining-the-effects-of-exercise-referral-schemes-on-changes-in-,"Rowley, N.",https://pureportal.coventry.ac.uk/en/persons/nikita-rowley
Examining the Effects of Exercise Referral Schemes on Changes in Physical Activity Levels,https://pureportal.coventry.ac.uk/en/publications/examining-the-effects-of-exercise-referral-schemes-on-changes-in-,"Jimenez, A.",https://pureportal.coventry.ac.uk/en/persons/alfonso-jimenez
Examining the Effects of Exercise Referral Schemes on Changes in Physical Activity Levels,https://pureportal.coventry.ac.uk/en/publications/examining-the-effects-of-exercise-referral-schemes-on-changes-in-,"Horton, E.",https://pureportal.coventry.ac.uk/en/persons/elizabeth-horton
Examining the Presence of Cronobacter spp. in Ready-to-eat Edible Insects,https://pureportal.coventry.ac.uk/en/publications/examining-the-presence-of-cronobacter-spp-in-ready-to-eat-edible-,"Amund, D.",https://pureportal.coventry.ac.uk/en/persons/daniel-amund
Exercise intensity-dependent effects of arm and leg-cycling on cognitive performance,https://pureportal.coventry.ac.uk/en/publications/exercise-intensity-dependent-effects-of-arm-and-leg-cycling-on-co,"Hill, M.",https://pureportal.coventry.ac.uk/en/persons/mathew-hill
Exercise intensity-dependent effects of arm and leg-cycling on cognitive performance,https://pureportal.coventry.ac.uk/en/publications/exercise-intensity-dependent-effects-of-arm-and-leg-cycling-on-co,"Price, M.",https://pureportal.coventry.ac.uk/en/persons/mike-price
Exercise intensity-dependent effects of arm and leg-cycling on cognitive performance,https://pureportal.coventry.ac.uk/en/publications/exercise-intensity-dependent-effects-of-arm-and-leg-cycling-on-co,"Duncan, M.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan
Exploring the preparation practices of teachers who organise secondary school ski trips in England and Wales,https://pureportal.coventry.ac.uk/en/publications/exploring-the-preparation-practices-of-teachers-who-organise-seco,"Stanley, M.",https://pureportal.coventry.ac.uk/en/persons/michelle-evans
Exploring the preparation practices of teachers who organise secondary school ski trips in England and Wales,https://pureportal.coventry.ac.uk/en/publications/exploring-the-preparation-practices-of-teachers-who-organise-seco,"Duncan, M. J.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan
Exploring the preparation practices of teachers who organise secondary school ski trips in England and Wales,https://pureportal.coventry.ac.uk/en/publications/exploring-the-preparation-practices-of-teachers-who-organise-seco,"Price, M.",https://pureportal.coventry.ac.uk/en/persons/mike-price
Exploring the preparation practices of teachers who organise secondary school ski trips in England and Wales,https://pureportal.coventry.ac.uk/en/publications/exploring-the-preparation-practices-of-teachers-who-organise-seco,"Leddington Wright, S.",https://pureportal.coventry.ac.uk/en/persons/sheila-leddington-wright
Exploring the preparation practices of teachers who organise secondary school ski trips in England and Wales,https://pureportal.coventry.ac.uk/en/publications/exploring-the-preparation-practices-of-teachers-who-organise-seco,"Coad, J.",https://pureportal.coventry.ac.uk/en/persons/jane-coad
Facial Palsy Therapy: Can Novel ‘Smart Spectacles’ Help People Smile?,https://pureportal.coventry.ac.uk/en/publications/facial-palsy-therapy-can-novel-smart-spectacles-help-people-smile,"Szczepura, A.",https://pureportal.coventry.ac.uk/en/persons/ala-szczepura
Facial Palsy Therapy: Can Novel ‘Smart Spectacles’ Help People Smile?,https://pureportal.coventry.ac.uk/en/publications/facial-palsy-therapy-can-novel-smart-spectacles-help-people-smile,"Khan, A.",https://pureportal.coventry.ac.uk/en/persons/amir-khan
Facial Palsy Therapy: Can Novel ‘Smart Spectacles’ Help People Smile?,https://pureportal.coventry.ac.uk/en/publications/facial-palsy-therapy-can-novel-smart-spectacles-help-people-smile,"Holliday, N.",https://pureportal.coventry.ac.uk/en/persons/nikki-holliday
Facial Palsy Therapy: Can Novel ‘Smart Spectacles’ Help People Smile?,https://pureportal.coventry.ac.uk/en/publications/facial-palsy-therapy-can-novel-smart-spectacles-help-people-smile,"Oxford, S.",https://pureportal.coventry.ac.uk/en/persons/sam-oxford
Higher Education Outreach: Examining Key Challenges For Academics,https://pureportal.coventry.ac.uk/en/publications/higher-education-outreach-examining-key-challenges-for-academics,"Williams, S.",https://pureportal.coventry.ac.uk/en/persons/sharon-williams
High-Temperature Synthesis of Nickel-Based Nanoparticles for Use as Materials in Sensors of Potentially Hazardous Gases,https://pureportal.coventry.ac.uk/en/publications/high-temperature-synthesis-of-nickel-based-nanoparticles-for-use-,"Tarttelin Hernandez, P.",https://pureportal.coventry.ac.uk/en/persons/paula-tarttelin-hernandez
"Investigating A Dose Response Relationship between High Fat Diet Consumption and the Contractile Performance of Isolated Mouse Soleus, EDL and Diaphragm Muscles",https://pureportal.coventry.ac.uk/en/publications/investigating-a-dose-response-relationship-between-high-fat-diet-,"James, R.",https://pureportal.coventry.ac.uk/en/persons/rob-james
"Investigating A Dose Response Relationship between High Fat Diet Consumption and the Contractile Performance of Isolated Mouse Soleus, EDL and Diaphragm Muscles",https://pureportal.coventry.ac.uk/en/publications/investigating-a-dose-response-relationship-between-high-fat-diet-,"Tallis, J.",https://pureportal.coventry.ac.uk/en/persons/jason-tallis
Investigation into pedestrian height and SUV front-end height effects in a crash,https://pureportal.coventry.ac.uk/en/publications/investigation-into-pedestrian-height-and-suv-front-end-height-eff,"Bokaee, S.",https://pureportal.coventry.ac.uk/en/persons/shadi-bokaee
Isokinetic Strength Differences Between Elite Senior and Youth Female Soccer Players Identifies Training Requirements,https://pureportal.coventry.ac.uk/en/publications/isokinetic-strength-differences-between-elite-senior-and-youth-fe,"Eustace, S.",https://pureportal.coventry.ac.uk/en/persons/steven-eustace
